Setup,Nodes,Deg,Rep,Z_Size,Requested_CITs,Performed_CITs,Bypassed_CITs
SetupA_Nodes,20,3,26,18,0,0,0
SetupA_Nodes,20,3,27,0,380,190,190
SetupA_Nodes,20,3,27,1,1931,830,1101
SetupA_Nodes,20,3,27,2,2546,1672,874
SetupA_Nodes,20,3,27,3,1327,1127,200
SetupA_Nodes,20,3,27,4,65,65,0
SetupA_Nodes,20,3,27,5,12,12,0
SetupA_Nodes,20,3,27,6,0,0,0
SetupA_Nodes,20,3,27,7,0,0,0
SetupA_Nodes,20,3,27,8,0,0,0
SetupA_Nodes,20,3,27,9,0,0,0
SetupA_Nodes,20,3,27,10,0,0,0
SetupA_Nodes,20,3,27,11,0,0,0
SetupA_Nodes,20,3,27,12,0,0,0
SetupA_Nodes,20,3,27,13,0,0,0
SetupA_Nodes,20,3,27,14,0,0,0
SetupA_Nodes,20,3,27,15,0,0,0
SetupA_Nodes,20,3,27,16,0,0,0
SetupA_Nodes,20,3,27,17,0,0,0
SetupA_Nodes,20,3,27,18,0,0,0
SetupA_Nodes,20,3,28,0,380,190,190
SetupA_Nodes,20,3,28,1,2508,1052,1456
SetupA_Nodes,20,3,28,2,2877,1889,988
SetupA_Nodes,20,3,28,3,705,605,100
SetupA_Nodes,20,3,28,4,140,135,5
SetupA_Nodes,20,3,28,5,48,48,0
SetupA_Nodes,20,3,28,6,7,7,0
SetupA_Nodes,20,3,28,7,0,0,0
SetupA_Nodes,20,3,28,8,0,0,0
SetupA_Nodes,20,3,28,9,0,0,0
SetupA_Nodes,20,3,28,10,0,0,0
SetupA_Nodes,20,3,28,11,0,0,0
SetupA_Nodes,20,3,28,12,0,0,0
SetupA_Nodes,20,3,28,13,0,0,0
SetupA_Nodes,20,3,28,14,0,0,0
SetupA_Nodes,20,3,28,15,0,0,0
SetupA_Nodes,20,3,28,16,0,0,0
SetupA_Nodes,20,3,28,17,0,0,0
SetupA_Nodes,20,3,28,18,0,0,0
SetupA_Nodes,20,3,29,0,380,190,190
SetupA_Nodes,20,3,29,1,1756,752,1004
SetupA_Nodes,20,3,29,2,711,463,248
SetupA_Nodes,20,3,29,3,156,104,52
SetupA_Nodes,20,3,29,4,40,35,5
SetupA_Nodes,20,3,29,5,6,6,0
SetupA_Nodes,20,3,29,6,0,0,0
SetupA_Nodes,20,3,29,7,0,0,0
SetupA_Nodes,20,3,29,8,0,0,0
SetupA_Nodes,20,3,29,9,0,0,0
SetupA_Nodes,20,3,29,10,0,0,0
SetupA_Nodes,20,3,29,11,0,0,0
SetupA_Nodes,20,3,29,12,0,0,0
SetupA_Nodes,20,3,29,13,0,0,0
SetupA_Nodes,20,3,29,14,0,0,0
SetupA_Nodes,20,3,29,15,0,0,0
SetupA_Nodes,20,3,29,16,0,0,0
SetupA_Nodes,20,3,29,17,0,0,0
SetupA_Nodes,20,3,29,18,0,0,0
SetupA_Nodes,30,3,0,0,870,435,435
SetupA_Nodes,30,3,0,1,4850,1807,3043
SetupA_Nodes,30,3,0,2,8061,4950,3111
SetupA_Nodes,30,3,0,3,2989,2208,781
SetupA_Nodes,30,3,0,4,180,150,30
SetupA_Nodes,30,3,0,5,48,42,6
SetupA_Nodes,30,3,0,6,7,7,0
SetupA_Nodes,30,3,0,7,0,0,0
SetupA_Nodes,30,3,0,8,0,0,0
SetupA_Nodes,30,3,0,9,0,0,0
SetupA_Nodes,30,3,0,10,0,0,0
SetupA_Nodes,30,3,0,11,0,0,0
SetupA_Nodes,30,3,0,12,0,0,0
SetupA_Nodes,30,3,0,13,0,0,0
SetupA_Nodes,30,3,0,14,0,0,0
SetupA_Nodes,30,3,0,15,0,0,0
SetupA_Nodes,30,3,0,16,0,0,0
SetupA_Nodes,30,3,0,17,0,0,0
SetupA_Nodes,30,3,0,18,0,0,0
SetupA_Nodes,30,3,0,19,0,0,0
SetupA_Nodes,30,3,0,20,0,0,0
SetupA_Nodes,30,3,0,21,0,0,0
SetupA_Nodes,30,3,0,22,0,0,0
SetupA_Nodes,30,3,0,23,0,0,0
SetupA_Nodes,30,3,0,24,0,0,0
SetupA_Nodes,30,3,0,25,0,0,0
SetupA_Nodes,30,3,0,26,0,0,0
SetupA_Nodes,30,3,0,27,0,0,0
SetupA_Nodes,30,3,0,28,0,0,0
SetupA_Nodes,30,3,1,0,870,435,435
SetupA_Nodes,30,3,1,1,7910,3495,4415
SetupA_Nodes,30,3,1,2,15020,9383,5637
SetupA_Nodes,30,3,1,3,12804,8027,4777
SetupA_Nodes,30,3,1,4,2449,1443,1006
SetupA_Nodes,30,3,1,5,12,12,0
SetupA_Nodes,30,3,1,6,0,0,0
SetupA_Nodes,30,3,1,7,0,0,0
SetupA_Nodes,30,3,1,8,0,0,0
SetupA_Nodes,30,3,1,9,0,0,0
SetupA_Nodes,30,3,1,10,0,0,0
SetupA_Nodes,30,3,1,11,0,0,0
SetupA_Nodes,30,3,1,12,0,0,0
SetupA_Nodes,30,3,1,13,0,0,0
SetupA_Nodes,30,3,1,14,0,0,0
SetupA_Nodes,30,3,1,15,0,0,0
SetupA_Nodes,30,3,1,16,0,0,0
SetupA_Nodes,30,3,1,17,0,0,0
SetupA_Nodes,30,3,1,18,0,0,0
SetupA_Nodes,30,3,1,19,0,0,0
SetupA_Nodes,30,3,1,20,0,0,0
SetupA_Nodes,30,3,1,21,0,0,0
SetupA_Nodes,30,3,1,22,0,0,0
SetupA_Nodes,30,3,1,23,0,0,0
SetupA_Nodes,30,3,1,24,0,0,0
SetupA_Nodes,30,3,1,25,0,0,0
SetupA_Nodes,30,3,1,26,0,0,0
SetupA_Nodes,30,3,1,27,0,0,0
SetupA_Nodes,30,3,1,28,0,0,0
SetupA_Nodes,30,3,2,0,870,435,435
SetupA_Nodes,30,3,2,1,7351,3161,4190
SetupA_Nodes,30,3,2,2,16068,10376,5692
SetupA_Nodes,30,3,2,3,9285,7554,1731
SetupA_Nodes,30,3,2,4,45,45,0
SetupA_Nodes,30,3,2,5,6,6,0
SetupA_Nodes,30,3,2,6,0,0,0
SetupA_Nodes,30,3,2,7,0,0,0
SetupA_Nodes,30,3,2,8,0,0,0
SetupA_Nodes,30,3,2,9,0,0,0
SetupA_Nodes,30,3,2,10,0,0,0
SetupA_Nodes,30,3,2,11,0,0,0
SetupA_Nodes,30,3,2,12,0,0,0
SetupA_Nodes,30,3,2,13,0,0,0
SetupA_Nodes,30,3,2,14,0,0,0
SetupA_Nodes,30,3,2,15,0,0,0
SetupA_Nodes,30,3,2,16,0,0,0
SetupA_Nodes,30,3,2,17,0,0,0
SetupA_Nodes,30,3,2,18,0,0,0
SetupA_Nodes,30,3,2,19,0,0,0
SetupA_Nodes,30,3,2,20,0,0,0
SetupA_Nodes,30,3,2,21,0,0,0
SetupA_Nodes,30,3,2,22,0,0,0
SetupA_Nodes,30,3,2,23,0,0,0
SetupA_Nodes,30,3,2,24,0,0,0
SetupA_Nodes,30,3,2,25,0,0,0
SetupA_Nodes,30,3,2,26,0,0,0
SetupA_Nodes,30,3,2,27,0,0,0
SetupA_Nodes,30,3,2,28,0,0,0
SetupA_Nodes,30,3,3,0,870,435,435
SetupA_Nodes,30,3,3,1,4779,1885,2894
SetupA_Nodes,30,3,3,2,6908,4279,2629
SetupA_Nodes,30,3,3,3,764,588,176
SetupA_Nodes,30,3,3,4,40,40,0
SetupA_Nodes,30,3,3,5,6,6,0
SetupA_Nodes,30,3,3,6,0,0,0
SetupA_Nodes,30,3,3,7,0,0,0
SetupA_Nodes,30,3,3,8,0,0,0
SetupA_Nodes,30,3,3,9,0,0,0
SetupA_Nodes,30,3,3,10,0,0,0
SetupA_Nodes,30,3,3,11,0,0,0
SetupA_Nodes,30,3,3,12,0,0,0
SetupA_Nodes,30,3,3,13,0,0,0
SetupA_Nodes,30,3,3,14,0,0,0
SetupA_Nodes,30,3,3,15,0,0,0
SetupA_Nodes,30,3,3,16,0,0,0
SetupA_Nodes,30,3,3,17,0,0,0
SetupA_Nodes,30,3,3,18,0,0,0
SetupA_Nodes,30,3,3,19,0,0,0
SetupA_Nodes,30,3,3,20,0,0,0
SetupA_Nodes,30,3,3,21,0,0,0
SetupA_Nodes,30,3,3,22,0,0,0
SetupA_Nodes,30,3,3,23,0,0,0
SetupA_Nodes,30,3,3,24,0,0,0
SetupA_Nodes,30,3,3,25,0,0,0
SetupA_Nodes,30,3,3,26,0,0,0
SetupA_Nodes,30,3,3,27,0,0,0
SetupA_Nodes,30,3,3,28,0,0,0
SetupA_Nodes,30,3,4,0,870,435,435
SetupA_Nodes,30,3,4,1,6460,2514,3946
SetupA_Nodes,30,3,4,2,11235,6727,4508
SetupA_Nodes,30,3,4,3,4475,3480,995
SetupA_Nodes,30,3,4,4,496,432,64
SetupA_Nodes,30,3,4,5,18,18,0
SetupA_Nodes,30,3,4,6,0,0,0
SetupA_Nodes,30,3,4,7,0,0,0
SetupA_Nodes,30,3,4,8,0,0,0
SetupA_Nodes,30,3,4,9,0,0,0
SetupA_Nodes,30,3,4,10,0,0,0
SetupA_Nodes,30,3,4,11,0,0,0
SetupA_Nodes,30,3,4,12,0,0,0
SetupA_Nodes,30,3,4,13,0,0,0
SetupA_Nodes,30,3,4,14,0,0,0
SetupA_Nodes,30,3,4,15,0,0,0
SetupA_Nodes,30,3,4,16,0,0,0
SetupA_Nodes,30,3,4,17,0,0,0
SetupA_Nodes,30,3,4,18,0,0,0
SetupA_Nodes,30,3,4,19,0,0,0
SetupA_Nodes,30,3,4,20,0,0,0
SetupA_Nodes,30,3,4,21,0,0,0
SetupA_Nodes,30,3,4,22,0,0,0
SetupA_Nodes,30,3,4,23,0,0,0
SetupA_Nodes,30,3,4,24,0,0,0
SetupA_Nodes,30,3,4,25,0,0,0
SetupA_Nodes,30,3,4,26,0,0,0
SetupA_Nodes,30,3,4,27,0,0,0
SetupA_Nodes,30,3,4,28,0,0,0
SetupA_Nodes,30,3,5,0,870,435,435
SetupA_Nodes,30,3,5,1,5865,2342,3523
SetupA_Nodes,30,3,5,2,9634,5943,3691
SetupA_Nodes,30,3,5,3,2246,1858,388
SetupA_Nodes,30,3,5,4,100,100,0
SetupA_Nodes,30,3,5,5,18,18,0
SetupA_Nodes,30,3,5,6,0,0,0
SetupA_Nodes,30,3,5,7,0,0,0
SetupA_Nodes,30,3,5,8,0,0,0
SetupA_Nodes,30,3,5,9,0,0,0
SetupA_Nodes,30,3,5,10,0,0,0
SetupA_Nodes,30,3,5,11,0,0,0
SetupA_Nodes,30,3,5,12,0,0,0
SetupA_Nodes,30,3,5,13,0,0,0
SetupA_Nodes,30,3,5,14,0,0,0
SetupA_Nodes,30,3,5,15,0,0,0
SetupA_Nodes,30,3,5,16,0,0,0
SetupA_Nodes,30,3,5,17,0,0,0
SetupA_Nodes,30,3,5,18,0,0,0
SetupA_Nodes,30,3,5,19,0,0,0
SetupA_Nodes,30,3,5,20,0,0,0
SetupA_Nodes,30,3,5,21,0,0,0
SetupA_Nodes,30,3,5,22,0,0,0
SetupA_Nodes,30,3,5,23,0,0,0
SetupA_Nodes,30,3,5,24,0,0,0
SetupA_Nodes,30,3,5,25,0,0,0
SetupA_Nodes,30,3,5,26,0,0,0
SetupA_Nodes,30,3,5,27,0,0,0
SetupA_Nodes,30,3,5,28,0,0,0
SetupA_Nodes,30,3,6,0,870,435,435
SetupA_Nodes,30,3,6,1,4301,1526,2775
SetupA_Nodes,30,3,6,2,13692,7203,6489
SetupA_Nodes,30,3,6,3,33323,20400,12923
SetupA_Nodes,30,3,6,4,28552,13621,14931
SetupA_Nodes,30,3,6,5,16189,9261,6928
SetupA_Nodes,30,3,6,6,56,56,0
SetupA_Nodes,30,3,6,7,8,8,0
SetupA_Nodes,30,3,6,8,0,0,0
SetupA_Nodes,30,3,6,9,0,0,0
SetupA_Nodes,30,3,6,10,0,0,0
SetupA_Nodes,30,3,6,11,0,0,0
SetupA_Nodes,30,3,6,12,0,0,0
SetupA_Nodes,30,3,6,13,0,0,0
SetupA_Nodes,30,3,6,14,0,0,0
SetupA_Nodes,30,3,6,15,0,0,0
SetupA_Nodes,30,3,6,16,0,0,0
SetupA_Nodes,30,3,6,17,0,0,0
SetupA_Nodes,30,3,6,18,0,0,0
SetupA_Nodes,30,3,6,19,0,0,0
SetupA_Nodes,30,3,6,20,0,0,0
SetupA_Nodes,30,3,6,21,0,0,0
SetupA_Nodes,30,3,6,22,0,0,0
SetupA_Nodes,30,3,6,23,0,0,0
SetupA_Nodes,30,3,6,24,0,0,0
SetupA_Nodes,30,3,6,25,0,0,0
SetupA_Nodes,30,3,6,26,0,0,0
SetupA_Nodes,30,3,6,27,0,0,0
SetupA_Nodes,30,3,6,28,0,0,0
SetupA_Nodes,30,3,7,0,870,435,435
SetupA_Nodes,30,3,7,1,5732,2397,3335
SetupA_Nodes,30,3,7,2,7669,4820,2849
SetupA_Nodes,30,3,7,3,1566,1141,425
SetupA_Nodes,30,3,7,4,80,55,25
SetupA_Nodes,30,3,7,5,6,6,0
SetupA_Nodes,30,3,7,6,0,0,0
SetupA_Nodes,30,3,7,7,0,0,0
SetupA_Nodes,30,3,7,8,0,0,0
SetupA_Nodes,30,3,7,9,0,0,0
SetupA_Nodes,30,3,7,10,0,0,0
SetupA_Nodes,30,3,7,11,0,0,0
SetupA_Nodes,30,3,7,12,0,0,0
SetupA_Nodes,30,3,7,13,0,0,0
SetupA_Nodes,30,3,7,14,0,0,0
SetupA_Nodes,30,3,7,15,0,0,0
SetupA_Nodes,30,3,7,16,0,0,0
SetupA_Nodes,30,3,7,17,0,0,0
SetupA_Nodes,30,3,7,18,0,0,0
SetupA_Nodes,30,3,7,19,0,0,0
SetupA_Nodes,30,3,7,20,0,0,0
SetupA_Nodes,30,3,7,21,0,0,0
SetupA_Nodes,30,3,7,22,0,0,0
SetupA_Nodes,30,3,7,23,0,0,0
SetupA_Nodes,30,3,7,24,0,0,0
SetupA_Nodes,30,3,7,25,0,0,0
SetupA_Nodes,30,3,7,26,0,0,0
SetupA_Nodes,30,3,7,27,0,0,0
SetupA_Nodes,30,3,7,28,0,0,0
SetupA_Nodes,30,3,8,0,870,435,435
SetupA_Nodes,30,3,8,1,3678,1453,2225
SetupA_Nodes,30,3,8,2,3836,1903,1933
SetupA_Nodes,30,3,8,3,769,514,255
SetupA_Nodes,30,3,8,4,150,115,35
SetupA_Nodes,30,3,8,5,48,42,6
SetupA_Nodes,30,3,8,6,7,7,0
SetupA_Nodes,30,3,8,7,0,0,0
SetupA_Nodes,30,3,8,8,0,0,0
SetupA_Nodes,30,3,8,9,0,0,0
SetupA_Nodes,30,3,8,10,0,0,0
SetupA_Nodes,30,3,8,11,0,0,0
SetupA_Nodes,30,3,8,12,0,0,0
SetupA_Nodes,30,3,8,13,0,0,0
SetupA_Nodes,30,3,8,14,0,0,0
SetupA_Nodes,30,3,8,15,0,0,0
SetupA_Nodes,30,3,8,16,0,0,0
SetupA_Nodes,30,3,8,17,0,0,0
SetupA_Nodes,30,3,8,18,0,0,0
SetupA_Nodes,30,3,8,19,0,0,0
SetupA_Nodes,30,3,8,20,0,0,0
SetupA_Nodes,30,3,8,21,0,0,0
SetupA_Nodes,30,3,8,22,0,0,0
SetupA_Nodes,30,3,8,23,0,0,0
SetupA_Nodes,30,3,8,24,0,0,0
SetupA_Nodes,30,3,8,25,0,0,0
SetupA_Nodes,30,3,8,26,0,0,0
SetupA_Nodes,30,3,8,27,0,0,0
SetupA_Nodes,30,3,8,28,0,0,0
SetupA_Nodes,30,3,9,0,870,435,435
SetupA_Nodes,30,3,9,1,3031,1046,1985
SetupA_Nodes,30,3,9,2,4265,2388,1877
SetupA_Nodes,30,3,9,3,1247,830,417
SetupA_Nodes,30,3,9,4,25,15,10
SetupA_Nodes,30,3,9,5,0,0,0
SetupA_Nodes,30,3,9,6,0,0,0
SetupA_Nodes,30,3,9,7,0,0,0
SetupA_Nodes,30,3,9,8,0,0,0
SetupA_Nodes,30,3,9,9,0,0,0
SetupA_Nodes,30,3,9,10,0,0,0
SetupA_Nodes,30,3,9,11,0,0,0
SetupA_Nodes,30,3,9,12,0,0,0
SetupA_Nodes,30,3,9,13,0,0,0
SetupA_Nodes,30,3,9,14,0,0,0
SetupA_Nodes,30,3,9,15,0,0,0
SetupA_Nodes,30,3,9,16,0,0,0
SetupA_Nodes,30,3,9,17,0,0,0
SetupA_Nodes,30,3,9,18,0,0,0
SetupA_Nodes,30,3,9,19,0,0,0
SetupA_Nodes,30,3,9,20,0,0,0
SetupA_Nodes,30,3,9,21,0,0,0
SetupA_Nodes,30,3,9,22,0,0,0
SetupA_Nodes,30,3,9,23,0,0,0
SetupA_Nodes,30,3,9,24,0,0,0
SetupA_Nodes,30,3,9,25,0,0,0
SetupA_Nodes,30,3,9,26,0,0,0
SetupA_Nodes,30,3,9,27,0,0,0
SetupA_Nodes,30,3,9,28,0,0,0
SetupA_Nodes,30,3,10,0,870,435,435
SetupA_Nodes,30,3,10,1,5384,2117,3267
SetupA_Nodes,30,3,10,2,12663,7134,5529
SetupA_Nodes,30,3,10,3,3514,2455,1059
SetupA_Nodes,30,3,10,4,730,542,188
SetupA_Nodes,30,3,10,5,84,78,6
SetupA_Nodes,30,3,10,6,14,14,0
SetupA_Nodes,30,3,10,7,0,0,0
SetupA_Nodes,30,3,10,8,0,0,0
SetupA_Nodes,30,3,10,9,0,0,0
SetupA_Nodes,30,3,10,10,0,0,0
SetupA_Nodes,30,3,10,11,0,0,0
SetupA_Nodes,30,3,10,12,0,0,0
SetupA_Nodes,30,3,10,13,0,0,0
SetupA_Nodes,30,3,10,14,0,0,0
SetupA_Nodes,30,3,10,15,0,0,0
SetupA_Nodes,30,3,10,16,0,0,0
SetupA_Nodes,30,3,10,17,0,0,0
SetupA_Nodes,30,3,10,18,0,0,0
SetupA_Nodes,30,3,10,19,0,0,0
SetupA_Nodes,30,3,10,20,0,0,0
SetupA_Nodes,30,3,10,21,0,0,0
SetupA_Nodes,30,3,10,22,0,0,0
SetupA_Nodes,30,3,10,23,0,0,0
SetupA_Nodes,30,3,10,24,0,0,0
SetupA_Nodes,30,3,10,25,0,0,0
SetupA_Nodes,30,3,10,26,0,0,0
SetupA_Nodes,30,3,10,27,0,0,0
SetupA_Nodes,30,3,10,28,0,0,0
SetupA_Nodes,30,3,11,0,870,435,435
SetupA_Nodes,30,3,11,1,6001,2266,3735
SetupA_Nodes,30,3,11,2,14984,8742,6242
SetupA_Nodes,30,3,11,3,13439,10402,3037
SetupA_Nodes,30,3,11,4,2999,2720,279
SetupA_Nodes,30,3,11,5,18,18,0
SetupA_Nodes,30,3,11,6,0,0,0
SetupA_Nodes,30,3,11,7,0,0,0
SetupA_Nodes,30,3,11,8,0,0,0
SetupA_Nodes,30,3,11,9,0,0,0
SetupA_Nodes,30,3,11,10,0,0,0
SetupA_Nodes,30,3,11,11,0,0,0
SetupA_Nodes,30,3,11,12,0,0,0
SetupA_Nodes,30,3,11,13,0,0,0
SetupA_Nodes,30,3,11,14,0,0,0
SetupA_Nodes,30,3,11,15,0,0,0
SetupA_Nodes,30,3,11,16,0,0,0
SetupA_Nodes,30,3,11,17,0,0,0
SetupA_Nodes,30,3,11,18,0,0,0
SetupA_Nodes,30,3,11,19,0,0,0
SetupA_Nodes,30,3,11,20,0,0,0
SetupA_Nodes,30,3,11,21,0,0,0
SetupA_Nodes,30,3,11,22,0,0,0
SetupA_Nodes,30,3,11,23,0,0,0
SetupA_Nodes,30,3,11,24,0,0,0
SetupA_Nodes,30,3,11,25,0,0,0
SetupA_Nodes,30,3,11,26,0,0,0
SetupA_Nodes,30,3,11,27,0,0,0
SetupA_Nodes,30,3,11,28,0,0,0
SetupA_Nodes,30,3,12,0,870,435,435
SetupA_Nodes,30,3,12,1,5033,1835,3198
SetupA_Nodes,30,3,12,2,12660,6613,6047
SetupA_Nodes,30,3,12,3,12309,9733,2576
SetupA_Nodes,30,3,12,4,255,250,5
SetupA_Nodes,30,3,12,5,54,54,0
SetupA_Nodes,30,3,12,6,7,7,0
SetupA_Nodes,30,3,12,7,0,0,0
SetupA_Nodes,30,3,12,8,0,0,0
SetupA_Nodes,30,3,12,9,0,0,0
SetupA_Nodes,30,3,12,10,0,0,0
SetupA_Nodes,30,3,12,11,0,0,0
SetupA_Nodes,30,3,12,12,0,0,0
SetupA_Nodes,30,3,12,13,0,0,0
SetupA_Nodes,30,3,12,14,0,0,0
SetupA_Nodes,30,3,12,15,0,0,0
SetupA_Nodes,30,3,12,16,0,0,0
SetupA_Nodes,30,3,12,17,0,0,0
SetupA_Nodes,30,3,12,18,0,0,0
SetupA_Nodes,30,3,12,19,0,0,0
SetupA_Nodes,30,3,12,20,0,0,0
SetupA_Nodes,30,3,12,21,0,0,0
SetupA_Nodes,30,3,12,22,0,0,0
SetupA_Nodes,30,3,12,23,0,0,0
SetupA_Nodes,30,3,12,24,0,0,0
SetupA_Nodes,30,3,12,25,0,0,0
SetupA_Nodes,30,3,12,26,0,0,0
SetupA_Nodes,30,3,12,27,0,0,0
SetupA_Nodes,30,3,12,28,0,0,0
SetupA_Nodes,30,3,13,0,870,435,435
SetupA_Nodes,30,3,13,1,7453,2834,4619
SetupA_Nodes,30,3,13,2,23049,13671,9378
SetupA_Nodes,30,3,13,3,41408,32071,9337
SetupA_Nodes,30,3,13,4,335,331,4
SetupA_Nodes,30,3,13,5,48,48,0
SetupA_Nodes,30,3,13,6,7,7,0
SetupA_Nodes,30,3,13,7,0,0,0
SetupA_Nodes,30,3,13,8,0,0,0
SetupA_Nodes,30,3,13,9,0,0,0
SetupA_Nodes,30,3,13,10,0,0,0
SetupA_Nodes,30,3,13,11,0,0,0
SetupA_Nodes,30,3,13,12,0,0,0
SetupA_Nodes,30,3,13,13,0,0,0
SetupA_Nodes,30,3,13,14,0,0,0
SetupA_Nodes,30,3,13,15,0,0,0
SetupA_Nodes,30,3,13,16,0,0,0
SetupA_Nodes,30,3,13,17,0,0,0
SetupA_Nodes,30,3,13,18,0,0,0
SetupA_Nodes,30,3,13,19,0,0,0
SetupA_Nodes,30,3,13,20,0,0,0
SetupA_Nodes,30,3,13,21,0,0,0
SetupA_Nodes,30,3,13,22,0,0,0
SetupA_Nodes,30,3,13,23,0,0,0
SetupA_Nodes,30,3,13,24,0,0,0
SetupA_Nodes,30,3,13,25,0,0,0
SetupA_Nodes,30,3,13,26,0,0,0
SetupA_Nodes,30,3,13,27,0,0,0
SetupA_Nodes,30,3,13,28,0,0,0
SetupA_Nodes,30,3,14,0,870,435,435
SetupA_Nodes,30,3,14,1,5347,2038,3309
SetupA_Nodes,30,3,14,2,4495,2780,1715
SetupA_Nodes,30,3,14,3,3431,2130,1301
SetupA_Nodes,30,3,14,4,83,79,4
SetupA_Nodes,30,3,14,5,0,0,0
SetupA_Nodes,30,3,14,6,0,0,0
SetupA_Nodes,30,3,14,7,0,0,0
SetupA_Nodes,30,3,14,8,0,0,0
SetupA_Nodes,30,3,14,9,0,0,0
SetupA_Nodes,30,3,14,10,0,0,0
SetupA_Nodes,30,3,14,11,0,0,0
SetupA_Nodes,30,3,14,12,0,0,0
SetupA_Nodes,30,3,14,13,0,0,0
SetupA_Nodes,30,3,14,14,0,0,0
SetupA_Nodes,30,3,14,15,0,0,0
SetupA_Nodes,30,3,14,16,0,0,0
SetupA_Nodes,30,3,14,17,0,0,0
SetupA_Nodes,30,3,14,18,0,0,0
SetupA_Nodes,30,3,14,19,0,0,0
SetupA_Nodes,30,3,14,20,0,0,0
SetupA_Nodes,30,3,14,21,0,0,0
SetupA_Nodes,30,3,14,22,0,0,0
SetupA_Nodes,30,3,14,23,0,0,0
SetupA_Nodes,30,3,14,24,0,0,0
SetupA_Nodes,30,3,14,25,0,0,0
SetupA_Nodes,30,3,14,26,0,0,0
SetupA_Nodes,30,3,14,27,0,0,0
SetupA_Nodes,30,3,14,28,0,0,0
SetupA_Nodes,30,3,15,0,870,435,435
SetupA_Nodes,30,3,15,1,7736,3274,4462
SetupA_Nodes,30,3,15,2,15211,9080,6131
SetupA_Nodes,30,3,15,3,10687,7159,3528
SetupA_Nodes,30,3,15,4,970,806,164
SetupA_Nodes,30,3,15,5,341,310,31
SetupA_Nodes,30,3,15,6,14,14,0
SetupA_Nodes,30,3,15,7,0,0,0
SetupA_Nodes,30,3,15,8,0,0,0
SetupA_Nodes,30,3,15,9,0,0,0
SetupA_Nodes,30,3,15,10,0,0,0
SetupA_Nodes,30,3,15,11,0,0,0
SetupA_Nodes,30,3,15,12,0,0,0
SetupA_Nodes,30,3,15,13,0,0,0
SetupA_Nodes,30,3,15,14,0,0,0
SetupA_Nodes,30,3,15,15,0,0,0
SetupA_Nodes,30,3,15,16,0,0,0
SetupA_Nodes,30,3,15,17,0,0,0
SetupA_Nodes,30,3,15,18,0,0,0
SetupA_Nodes,30,3,15,19,0,0,0
SetupA_Nodes,30,3,15,20,0,0,0
SetupA_Nodes,30,3,15,21,0,0,0
SetupA_Nodes,30,3,15,22,0,0,0
SetupA_Nodes,30,3,15,23,0,0,0
SetupA_Nodes,30,3,15,24,0,0,0
SetupA_Nodes,30,3,15,25,0,0,0
SetupA_Nodes,30,3,15,26,0,0,0
SetupA_Nodes,30,3,15,27,0,0,0
SetupA_Nodes,30,3,15,28,0,0,0
SetupA_Nodes,30,3,16,0,870,435,435
SetupA_Nodes,30,3,16,1,6051,2495,3556
SetupA_Nodes,30,3,16,2,6598,4358,2240
SetupA_Nodes,30,3,16,3,1713,1239,474
SetupA_Nodes,30,3,16,4,180,151,29
SetupA_Nodes,30,3,16,5,54,48,6
SetupA_Nodes,30,3,16,6,7,7,0
SetupA_Nodes,30,3,16,7,0,0,0
SetupA_Nodes,30,3,16,8,0,0,0
SetupA_Nodes,30,3,16,9,0,0,0
SetupA_Nodes,30,3,16,10,0,0,0
SetupA_Nodes,30,3,16,11,0,0,0
SetupA_Nodes,30,3,16,12,0,0,0
SetupA_Nodes,30,3,16,13,0,0,0
SetupA_Nodes,30,3,16,14,0,0,0
SetupA_Nodes,30,3,16,15,0,0,0
SetupA_Nodes,30,3,16,16,0,0,0
SetupA_Nodes,30,3,16,17,0,0,0
SetupA_Nodes,30,3,16,18,0,0,0
SetupA_Nodes,30,3,16,19,0,0,0
SetupA_Nodes,30,3,16,20,0,0,0
SetupA_Nodes,30,3,16,21,0,0,0
SetupA_Nodes,30,3,16,22,0,0,0
SetupA_Nodes,30,3,16,23,0,0,0
SetupA_Nodes,30,3,16,24,0,0,0
SetupA_Nodes,30,3,16,25,0,0,0
SetupA_Nodes,30,3,16,26,0,0,0
SetupA_Nodes,30,3,16,27,0,0,0
SetupA_Nodes,30,3,16,28,0,0,0
SetupA_Nodes,30,3,17,0,870,435,435
SetupA_Nodes,30,3,17,1,4691,1789,2902
SetupA_Nodes,30,3,17,2,12764,6222,6542
SetupA_Nodes,30,3,17,3,35660,14194,21466
SetupA_Nodes,30,3,17,4,27308,5137,22171
SetupA_Nodes,30,3,17,5,10895,1637,9258
SetupA_Nodes,30,3,17,6,56,0,56
SetupA_Nodes,30,3,17,7,8,0,8
SetupA_Nodes,30,3,17,8,0,0,0
SetupA_Nodes,30,3,17,9,0,0,0
SetupA_Nodes,30,3,17,10,0,0,0
SetupA_Nodes,30,3,17,11,0,0,0
SetupA_Nodes,30,3,17,12,0,0,0
SetupA_Nodes,30,3,17,13,0,0,0
SetupA_Nodes,30,3,17,14,0,0,0
SetupA_Nodes,30,3,17,15,0,0,0
SetupA_Nodes,30,3,17,16,0,0,0
SetupA_Nodes,30,3,17,17,0,0,0
SetupA_Nodes,30,3,17,18,0,0,0
SetupA_Nodes,30,3,17,19,0,0,0
SetupA_Nodes,30,3,17,20,0,0,0
SetupA_Nodes,30,3,17,21,0,0,0
